,experimentID,EncodingMethod,uiLogName,variationPercentage,percentageMotifsOverLog,motifLength,windowSize,windowSizeMatch,motifsToBeDiscovered,motifsDiscovered,numberOfOccurrancesToBeDiscovered,OccurancesDiscovered/TP,topMotifsT,DiscoveryPercentage,alignmentAccuracy,Precision,Recall,F1-Score,ExecutionTime,executionTimeEncoding,executionTimeDiscovery,motifSpots,discoveredSpots,DiscoveryLoops
428,71.2,Hierarchy,LenLog_1_10_1_30_20_5_12000.csv,10,5.0,20,15,-5,1,1,30,2,10,6.666666666666667,0.0,0.2,0.06666666666666667,0.1,1.606691837310791,0.006563663482666016,1.600128173828125,"[11713, 11676, 11474, 11091, 11026, 10995, 10679, 10369, 9918, 9778, 9743, 9579, 8267, 7730, 7009, 6977, 6878, 6453, 6353, 6304, 6190, 4848, 4602, 4499, 3350, 3263, 2711, 2100, 398, 240]","[3350, 8267]",
429,71.3,Hierarchy,LenLog_1_10_1_30_20_5_12000.csv,10,5.0,20,20,0,1,1,30,23,30,76.66666666666667,0.34782608695652173,0.7666666666666667,0.7666666666666667,0.7666666666666667,1.7236690521240234,0.006563663482666016,1.7171053886413574,"[11713, 11676, 11474, 11091, 11026, 10995, 10679, 10369, 9918, 9778, 9743, 9579, 8267, 7730, 7009, 6977, 6878, 6453, 6353, 6304, 6190, 4848, 4602, 4499, 3350, 3263, 2711, 2100, 398, 240]","[398, 9743, 11026, 4499, 2711, 6190, 9778, 2100, 10679, 9918, 3263, 11713, 6977, 8267, 6353, 11474, 11091, 6878, 7009, 9579, 232, 10995, 4602]",
430,71.4,Hierarchy,LenLog_1_10_1_30_20_5_12000.csv,10,5.0,20,25,5,1,1,30,30,40,100.0,2.6,0.75,1.0,0.8571428571428571,1.745974063873291,0.006563663482666016,1.739410400390625,"[11713, 11676, 11474, 11091, 11026, 10995, 10679, 10369, 9918, 9778, 9743, 9579, 8267, 7730, 7009, 6977, 6878, 6453, 6353, 6304, 6190, 4848, 4602, 4499, 3350, 3263, 2711, 2100, 398, 240]","[10365, 395, 9741, 11024, 4496, 3347, 2709, 11673, 6302, 6187, 9775, 7726, 2098, 6450, 10675, 9916, 3261, 11710, 6975, 8265, 6350, 11472, 11089, 6876, 7006, 9576, 4846, 237, 10993, 4600]",
431,71.5,Hierarchy,LenLog_1_10_1_30_20_5_12000.csv,10,5.0,20,30,10,1,1,30,30,40,100.0,1.4,0.75,1.0,0.8571428571428571,1.813472032546997,0.006563663482666016,1.806908369064331,"[11713, 11676, 11474, 11091, 11026, 10995, 10679, 10369, 9918, 9778, 9743, 9579, 8267, 7730, 7009, 6977, 6878, 6453, 6353, 6304, 6190, 4848, 4602, 4499, 3350, 3263, 2711, 2100, 398, 240]","[10368, 396, 9742, 11025, 4498, 3346, 2710, 11676, 6303, 6190, 9776, 7729, 2099, 6452, 10678, 9917, 3262, 11711, 6976, 8266, 6351, 11474, 11088, 6877, 7007, 9578, 4845, 239, 10991, 4601]",
432,72.0,Hierarchy,LenLog_1_10_1_30_25_10_7500.csv,10,10.0,25,5,-20,1,1,30,0,10,0.0,,0.0,0.0,0,0.585364580154419,0.0160830020904541,0.5692815780639648,"[7357, 6861, 6749, 6717, 6623, 6533, 6451, 6266, 6018, 5989, 5748, 5581, 5072, 4343, 3726, 3412, 3270, 3055, 2830, 2286, 2210, 2001, 1975, 1550, 1201, 750, 680, 645, 254, 191]",[],
433,72.1,Hierarchy,LenLog_1_10_1_30_25_10_7500.csv,10,10.0,25,10,-15,1,1,30,0,10,0.0,,0.0,0.0,0,0.6253726482391357,0.0160830020904541,0.6092896461486816,"[7357, 6861, 6749, 6717, 6623, 6533, 6451, 6266, 6018, 5989, 5748, 5581, 5072, 4343, 3726, 3412, 3270, 3055, 2830, 2286, 2210, 2001, 1975, 1550, 1201, 750, 680, 645, 254, 191]",[],
434,72.2,Hierarchy,LenLog_1_10_1_30_25_10_7500.csv,10,10.0,25,15,-10,1,1,30,0,10,0.0,,0.0,0.0,0,0.6871891021728516,0.0160830020904541,0.6711061000823975,"[7357, 6861, 6749, 6717, 6623, 6533, 6451, 6266, 6018, 5989, 5748, 5581, 5072, 4343, 3726, 3412, 3270, 3055, 2830, 2286, 2210, 2001, 1975, 1550, 1201, 750, 680, 645, 254, 191]",[],
435,72.3,Hierarchy,LenLog_1_10_1_30_25_10_7500.csv,10,10.0,25,20,-5,1,1,30,30,40,100.0,3.4,0.75,1.0,0.8571428571428571,0.7689433097839355,0.0160830020904541,0.7528603076934814,"[7357, 6861, 6749, 6717, 6623, 6533, 6451, 6266, 6018, 5989, 5748, 5581, 5072, 4343, 3726, 3412, 3270, 3055, 2830, 2286, 2210, 2001, 1975, 1550, 1201, 750, 680, 645, 254, 191]","[6021, 6536, 648, 3729, 2832, 1553, 2213, 683, 1204, 6454, 1980, 7360, 6722, 194, 3272, 6864, 5586, 5075, 2004, 3417, 6752, 6626, 5994, 2289, 3060, 753, 5750, 4348, 6270, 257]",
436,72.4,Hierarchy,LenLog_1_10_1_30_25_10_7500.csv,10,10.0,25,25,0,1,1,30,30,40,100.0,0.6,0.75,1.0,0.8571428571428571,0.7291343212127686,0.0160830020904541,0.7130513191223145,"[7357, 6861, 6749, 6717, 6623, 6533, 6451, 6266, 6018, 5989, 5748, 5581, 5072, 4343, 3726, 3412, 3270, 3055, 2830, 2286, 2210, 2001, 1975, 1550, 1201, 750, 680, 645, 254, 191]","[6018, 6533, 645, 3726, 2833, 1550, 2211, 680, 1201, 6451, 1975, 7357, 6719, 191, 3269, 6861, 5583, 5072, 2001, 3414, 6749, 6623, 5991, 2286, 3057, 750, 5748, 4345, 6267, 254]",
437,72.5,Hierarchy,LenLog_1_10_1_30_25_10_7500.csv,10,10.0,25,30,5,1,1,30,30,40,100.0,4.4,0.75,1.0,0.8571428571428571,0.7471604347229004,0.0160830020904541,0.7310774326324463,"[7357, 6861, 6749, 6717, 6623, 6533, 6451, 6266, 6018, 5989, 5748, 5581, 5072, 4343, 3726, 3412, 3270, 3055, 2830, 2286, 2210, 2001, 1975, 1550, 1201, 750, 680, 645, 254, 191]","[6014, 6529, 640, 3722, 2824, 1546, 2208, 674, 1197, 6447, 1971, 7353, 6713, 187, 3265, 6857, 5577, 5068, 1997, 3408, 6745, 6617, 5985, 2280, 3051, 746, 5745, 4338, 6260, 248]",
438,73.0,Hierarchy,LenLog_1_10_1_30_25_1_75000.csv,10,1.0,25,5,-20,1,1,30,12,20,40.0,1.0,0.6,0.4,0.48,68.64654541015625,0.07251739501953125,68.57402801513672,"[71419, 69407, 62690, 59300, 57462, 56667, 50995, 50061, 48534, 46949, 45784, 44358, 42275, 41653, 40507, 39895, 39237, 38666, 30376, 23143, 22886, 22822, 21238, 15314, 12159, 5970, 4203, 2335, 1724, 735]","[59299, 40506, 39236, 5969, 56666, 734, 62689, 46948, 23142, 4202, 57461, 12158]",
439,73.1,Hierarchy,LenLog_1_10_1_30_25_1_75000.csv,10,1.0,25,10,-15,1,1,30,0,10,0.0,,0.0,0.0,0,74.81719374656677,0.07251739501953125,74.74467635154724,"[71419, 69407, 62690, 59300, 57462, 56667, 50995, 50061, 48534, 46949, 45784, 44358, 42275, 41653, 40507, 39895, 39237, 38666, 30376, 23143, 22886, 22822, 21238, 15314, 12159, 5970, 4203, 2335, 1724, 735]",[],
440,73.2,Hierarchy,LenLog_1_10_1_30_25_1_75000.csv,10,1.0,25,15,-10,1,1,30,19,30,63.33333333333333,2.8421052631578947,0.6333333333333333,0.6333333333333333,0.6333333333333333,75.331707239151,0.07251739501953125,75.25918984413147,"[71419, 69407, 62690, 59300, 57462, 56667, 50995, 50061, 48534, 46949, 45784, 44358, 42275, 41653, 40507, 39895, 39237, 38666, 30376, 23143, 22886, 22822, 21238, 15314, 12159, 5970, 4203, 2335, 1724, 735]","[38673, 48535, 2336, 59301, 22815, 40507, 1723, 44359, 15308, 5965, 39896, 45777, 735, 46950, 22880, 23143, 4203, 57455, 21236]",
441,73.3,Hierarchy,LenLog_1_10_1_30_25_1_75000.csv,10,1.0,25,20,-5,1,1,30,14,20,46.666666666666664,0.0,0.7,0.4666666666666667,0.56,75.77449297904968,0.07251739501953125,75.70197558403015,"[71419, 69407, 62690, 59300, 57462, 56667, 50995, 50061, 48534, 46949, 45784, 44358, 42275, 41653, 40507, 39895, 39237, 38666, 30376, 23143, 22886, 22822, 21238, 15314, 12159, 5970, 4203, 2335, 1724, 735]","[50061, 69407, 2335, 42275, 59300, 22822, 50995, 15314, 5970, 45784, 56667, 62690, 46949, 12159]",
442,73.4,Hierarchy,LenLog_1_10_1_30_25_1_75000.csv,10,1.0,25,25,0,1,1,30,30,40,100.0,0.2,0.75,1.0,0.8571428571428571,75.31133842468262,0.07251739501953125,75.23882102966309,"[71419, 69407, 62690, 59300, 57462, 56667, 50995, 50061, 48534, 46949, 45784, 44358, 42275, 41653, 40507, 39895, 39237, 38666, 30376, 23143, 22886, 22822, 21238, 15314, 12159, 5970, 4203, 2335, 1724, 735]","[38667, 50061, 48534, 69407, 2335, 42275, 59300, 22822, 30377, 50995, 41653, 40507, 1725, 39237, 44358, 15314, 5970, 39895, 45784, 56667, 735, 62690, 46949, 22886, 23144, 4203, 57462, 21238, 71421, 12159]",
443,73.5,Hierarchy,LenLog_1_10_1_30_25_1_75000.csv,10,1.0,25,30,5,1,1,30,28,40,93.33333333333333,4.928571428571429,0.7,0.9333333333333333,0.8,75.93717885017395,0.07251739501953125,75.86466145515442,"[71419, 69407, 62690, 59300, 57462, 56667, 50995, 50061, 48534, 46949, 45784, 44358, 42275, 41653, 40507, 39895, 39237, 38666, 30376, 23143, 22886, 22822, 21238, 15314, 12159, 5970, 4203, 2335, 1724, 735]","[38662, 50057, 48529, 69402, 2330, 42270, 59295, 22817, 30371, 50990, 41648, 40502, 1720, 39232, 44353, 15309, 5965, 39890, 45779, 56662, 730, 62685, 46944, 22881, 4198, 57457, 21232, 12154]",
444,74.0,Hierarchy,LenLog_1_10_1_30_25_2-5_30000.csv,10,2.5,25,5,-20,1,1,30,13,20,43.333333333333336,1.0,0.65,0.43333333333333335,0.5199999999999999,11.7365403175354,0.06492805480957031,11.67161226272583,"[29371, 28510, 28474, 27478, 26807, 24343, 23891, 22805, 22047, 21746, 21622, 19545, 18191, 17892, 15883, 14417, 13152, 10729, 9948, 9292, 8584, 7417, 6345, 6077, 4334, 3778, 2515, 1275, 866, 674]","[15882, 673, 26806, 28473, 3777, 6344, 2514, 27477, 19544, 865, 4333, 21745, 1274]",
445,74.1,Hierarchy,LenLog_1_10_1_30_25_2-5_30000.csv,10,2.5,25,10,-15,1,1,30,0,10,0.0,,0.0,0.0,0,11.785878419876099,0.06492805480957031,11.720950365066528,"[29371, 28510, 28474, 27478, 26807, 24343, 23891, 22805, 22047, 21746, 21622, 19545, 18191, 17892, 15883, 14417, 13152, 10729, 9948, 9292, 8584, 7417, 6345, 6077, 4334, 3778, 2515, 1275, 866, 674]",[],
446,74.2,Hierarchy,LenLog_1_10_1_30_25_2-5_30000.csv,10,2.5,25,15,-10,1,1,30,14,20,46.666666666666664,0.0,0.7,0.4666666666666667,0.56,11.979950904846191,0.06492805480957031,11.915022850036621,"[29371, 28510, 28474, 27478, 26807, 24343, 23891, 22805, 22047, 21746, 21622, 19545, 18191, 17892, 15883, 14417, 13152, 10729, 9948, 9292, 8584, 7417, 6345, 6077, 4334, 3778, 2515, 1275, 866, 674]","[15883, 22805, 24343, 26807, 28474, 29371, 3778, 2515, 27478, 866, 10729, 4334, 21746, 1275]",
447,74.3,Hierarchy,LenLog_1_10_1_30_25_2-5_30000.csv,10,2.5,25,20,-5,1,1,30,22,30,73.33333333333333,0.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,12.082310438156128,0.06492805480957031,12.017382383346558,"[29371, 28510, 28474, 27478, 26807, 24343, 23891, 22805, 22047, 21746, 21622, 19545, 18191, 17892, 15883, 14417, 13152, 10729, 9948, 9292, 8584, 7417, 6345, 6077, 4334, 3778, 2515, 1275, 866, 674]","[8584, 15883, 18191, 22805, 24343, 22047, 26807, 28474, 29371, 3778, 9292, 2515, 27478, 19545, 9948, 28510, 866, 10729, 4334, 21746, 21622, 1275]",
448,74.4,Hierarchy,LenLog_1_10_1_30_25_2-5_30000.csv,10,2.5,25,25,0,1,1,30,27,40,90.0,0.0,0.675,0.9,0.7714285714285714,11.88434624671936,0.06492805480957031,11.81941819190979,"[29371, 28510, 28474, 27478, 26807, 24343, 23891, 22805, 22047, 21746, 21622, 19545, 18191, 17892, 15883, 14417, 13152, 10729, 9948, 9292, 8584, 7417, 6345, 6077, 4334, 3778, 2515, 1275, 866, 674]","[8584, 15883, 18191, 22805, 24343, 22047, 674, 26807, 28474, 29371, 6077, 3778, 9292, 14417, 2515, 27478, 19545, 9948, 28510, 866, 17892, 10729, 4334, 21746, 21622, 7417, 1275]",
449,74.5,Hierarchy,LenLog_1_10_1_30_25_2-5_30000.csv,10,2.5,25,30,5,1,1,30,30,40,100.0,1.9333333333333333,0.75,1.0,0.8571428571428571,12.021237134933472,0.06492805480957031,11.956309080123901,"[29371, 28510, 28474, 27478, 26807, 24343, 23891, 22805, 22047, 21746, 21622, 19545, 18191, 17892, 15883, 14417, 13152, 10729, 9948, 9292, 8584, 7417, 6345, 6077, 4334, 3778, 2515, 1275, 866, 674]","[8582, 15883, 18189, 22803, 24344, 22045, 672, 26805, 28472, 29368, 6075, 3776, 6343, 9290, 14415, 23889, 2513, 27475, 19543, 9945, 28507, 13152, 867, 17890, 10732, 4332, 21744, 21621, 7415, 1273]",
450,75.0,Hierarchy,LenLog_1_10_1_30_25_5_15000.csv,10,5.0,25,5,-20,1,1,30,0,10,0.0,,0.0,0.0,0,2.6853153705596924,0.015695810317993164,2.669619560241699,"[14923, 13552, 13303, 13238, 13015, 12341, 12060, 11981, 11880, 9532, 8689, 8603, 8375, 8206, 8164, 7719, 7625, 6715, 6112, 5878, 5500, 4801, 4512, 4216, 3427, 3012, 2905, 2459, 2327, 186]",[],
451,75.1,Hierarchy,LenLog_1_10_1_30_25_5_15000.csv,10,5.0,25,10,-15,1,1,30,15,20,50.0,0.0,0.75,0.5,0.6,3.09989070892334,0.015695810317993164,3.0841948986053467,"[14923, 13552, 13303, 13238, 13015, 12341, 12060, 11981, 11880, 9532, 8689, 8603, 8375, 8206, 8164, 7719, 7625, 6715, 6112, 5878, 5500, 4801, 4512, 4216, 3427, 3012, 2905, 2459, 2327, 186]","[4512, 7719, 186, 6715, 3012, 7625, 14923, 13015, 2905, 11880, 13552, 8689, 5878, 13303, 4216]",
452,75.2,Hierarchy,LenLog_1_10_1_30_25_5_15000.csv,10,5.0,25,15,-10,1,1,30,30,40,100.0,5.033333333333333,0.75,1.0,0.8571428571428571,3.0452053546905518,0.015695810317993164,3.0295095443725586,"[14923, 13552, 13303, 13238, 13015, 12341, 12060, 11981, 11880, 9532, 8689, 8603, 8375, 8206, 8164, 7719, 7625, 6715, 6112, 5878, 5500, 4801, 4512, 4216, 3427, 3012, 2905, 2459, 2327, 186]","[8209, 2333, 8609, 12066, 2465, 4518, 7719, 12347, 13238, 8372, 192, 6721, 9529, 4804, 3018, 7631, 14929, 11987, 13017, 2911, 6118, 3433, 8170, 11886, 13558, 8695, 5884, 13308, 4222, 5506]",
453,75.3,Hierarchy,LenLog_1_10_1_30_25_5_15000.csv,10,5.0,25,20,-5,1,1,30,14,20,46.666666666666664,0.0,0.7,0.4666666666666667,0.56,2.927389144897461,0.015695810317993164,2.9116933345794678,"[14923, 13552, 13303, 13238, 13015, 12341, 12060, 11981, 11880, 9532, 8689, 8603, 8375, 8206, 8164, 7719, 7625, 6715, 6112, 5878, 5500, 4801, 4512, 4216, 3427, 3012, 2905, 2459, 2327, 186]","[4512, 12341, 186, 6715, 3012, 7625, 14923, 2905, 6112, 11880, 13552, 8689, 5878, 4216]",
454,75.4,Hierarchy,LenLog_1_10_1_30_25_5_15000.csv,10,5.0,25,25,0,1,1,30,29,40,96.66666666666667,0.20689655172413793,0.725,0.9666666666666667,0.8285714285714285,2.982886791229248,0.015695810317993164,2.967190980911255,"[14923, 13552, 13303, 13238, 13015, 12341, 12060, 11981, 11880, 9532, 8689, 8603, 8375, 8206, 8164, 7719, 7625, 6715, 6112, 5878, 5500, 4801, 4512, 4216, 3427, 3012, 2905, 2459, 2327, 186]","[8207, 2327, 8603, 12060, 2459, 4512, 7719, 12341, 13238, 8377, 186, 6715, 9534, 3012, 7625, 14923, 11981, 13015, 2905, 6112, 3427, 8164, 11880, 13552, 8689, 5878, 13302, 4216, 5500]",
455,75.5,Hierarchy,LenLog_1_10_1_30_25_5_15000.csv,10,5.0,25,30,5,1,1,30,30,40,100.0,1.0333333333333334,0.75,1.0,0.8571428571428571,2.949751853942871,0.015695810317993164,2.934056043624878,"[14923, 13552, 13303, 13238, 13015, 12341, 12060, 11981, 11880, 9532, 8689, 8603, 8375, 8206, 8164, 7719, 7625, 6715, 6112, 5878, 5500, 4801, 4512, 4216, 3427, 3012, 2905, 2459, 2327, 186]","[8206, 2326, 8602, 12059, 2458, 4511, 7718, 12339, 13237, 8376, 185, 6714, 9531, 4800, 3011, 7624, 14922, 11980, 13014, 2904, 6111, 3426, 8163, 11879, 13551, 8688, 5877, 13301, 4215, 5499]",
456,76.0,Hierarchy,LenLog_1_10_1_30_5_10_1500.csv,10,10.0,5,5,0,1,1,30,30,40,100.0,0.0,0.75,1.0,0.8571428571428571,0.14357733726501465,0.015244245529174805,0.12833309173583984,"[1433, 1353, 1332, 1261, 1235, 1219, 1141, 1134, 989, 958, 871, 827, 798, 761, 733, 607, 522, 440, 334, 303, 274, 194, 169, 160, 141, 111, 95, 80, 69, 60]","[522, 141, 274, 1433, 798, 160, 169, 303, 1332, 440, 827, 60, 958, 194, 1219, 69, 1353, 334, 80, 1235, 733, 989, 607, 95, 871, 1261, 1134, 111, 1141, 761]",
457,76.1,Hierarchy,LenLog_1_10_1_30_5_10_1500.csv,10,10.0,5,10,5,1,1,30,11,20,36.666666666666664,1.0,0.55,0.36666666666666664,0.43999999999999995,0.06067204475402832,0.015244245529174805,0.045427799224853516,"[1433, 1353, 1332, 1261, 1235, 1219, 1141, 1134, 989, 958, 871, 827, 798, 761, 733, 607, 522, 440, 334, 303, 274, 194, 169, 160, 141, 111, 95, 80, 69, 60]","[523, 275, 171, 961, 197, 70, 80, 1235, 1261, 1141, 761]",
458,76.2,Hierarchy,LenLog_1_10_1_30_5_10_1500.csv,10,10.0,5,15,10,1,1,30,7,10,23.333333333333332,2.4285714285714284,0.7,0.23333333333333334,0.35,0.06497025489807129,0.015244245529174805,0.049726009368896484,"[1433, 1353, 1332, 1261, 1235, 1219, 1141, 1134, 989, 958, 871, 827, 798, 761, 733, 607, 522, 440, 334, 303, 274, 194, 169, 160, 141, 111, 95, 80, 69, 60]","[523, 304, 1332, 433, 94, 1134, 1134]",
459,76.3,Hierarchy,LenLog_1_10_1_30_5_10_1500.csv,10,10.0,5,20,15,1,1,30,14,20,46.666666666666664,8.214285714285714,0.7,0.4666666666666667,0.56,0.06010794639587402,0.015244245529174805,0.04486370086669922,"[1433, 1353, 1332, 1261, 1235, 1219, 1141, 1134, 989, 958, 871, 827, 798, 761, 733, 607, 522, 440, 334, 303, 274, 194, 169, 160, 141, 111, 95, 80, 69, 60]","[514, 1425, 152, 1323, 51, 186, 1225, 1343, 1225, 103, 862, 1124, 103, 1145]",
460,76.4,Hierarchy,LenLog_1_10_1_30_5_10_1500.csv,10,10.0,5,25,20,1,1,30,10,20,33.33333333333333,5.7,0.5,0.3333333333333333,0.4,0.06285357475280762,0.015244245529174805,0.04760932922363281,"[1433, 1353, 1332, 1261, 1235, 1219, 1141, 1134, 989, 958, 871, 827, 798, 761, 733, 607, 522, 440, 334, 303, 274, 194, 169, 160, 141, 111, 95, 80, 69, 60]","[526, 158, 158, 57, 967, 57, 1359, 729, 604, 874]",
461,76.5,Hierarchy,LenLog_1_10_1_30_5_10_1500.csv,10,10.0,5,30,25,1,1,30,3,10,10.0,8.333333333333334,0.3,0.1,0.15,0.048609256744384766,0.015244245529174805,0.03336501121520996,"[1433, 1353, 1332, 1261, 1235, 1219, 1141, 1134, 989, 958, 871, 827, 798, 761, 733, 607, 522, 440, 334, 303, 274, 194, 169, 160, 141, 111, 95, 80, 69, 60]","[1324, 975, 764]",
462,77.0,Hierarchy,LenLog_1_10_1_30_5_1_15000.csv,10,1.0,5,5,0,1,1,30,18,30,60.0,1.0,0.6,0.6,0.6,2.9008524417877197,0.01669764518737793,2.884154796600342,"[14907, 14548, 14179, 13229, 12115, 12016, 11912, 10879, 10614, 9963, 9572, 8929, 8915, 8617, 7183, 6877, 6638, 5892, 4935, 4660, 4396, 4271, 3121, 2364, 2113, 1903, 1133, 888, 474, 428]","[5891, 11911, 4395, 13228, 427, 4659, 14906, 2363, 2112, 4934, 12114, 8914, 8928, 1132, 1902, 12015, 10613, 10878]",
463,77.1,Hierarchy,LenLog_1_10_1_30_5_1_15000.csv,10,1.0,5,10,5,1,1,30,4,10,13.333333333333334,4.0,0.4,0.13333333333333333,0.2,2.982644557952881,0.01669764518737793,2.965946912765503,"[14907, 14548, 14179, 13229, 12115, 12016, 11912, 10879, 10614, 9963, 9572, 8929, 8915, 8617, 7183, 6877, 6638, 5892, 4935, 4660, 4396, 4271, 3121, 2364, 2113, 1903, 1133, 888, 474, 428]","[11908, 4931, 8911, 12012]",
464,77.2,Hierarchy,LenLog_1_10_1_30_5_1_15000.csv,10,1.0,5,15,10,1,1,30,0,10,0.0,,0.0,0.0,0,2.9397594928741455,0.01669764518737793,2.9230618476867676,"[14907, 14548, 14179, 13229, 12115, 12016, 11912, 10879, 10614, 9963, 9572, 8929, 8915, 8617, 7183, 6877, 6638, 5892, 4935, 4660, 4396, 4271, 3121, 2364, 2113, 1903, 1133, 888, 474, 428]",[],
465,77.3,Hierarchy,LenLog_1_10_1_30_5_1_15000.csv,10,1.0,5,20,15,1,1,30,0,10,0.0,,0.0,0.0,0,2.8855948448181152,0.01669764518737793,2.8688971996307373,"[14907, 14548, 14179, 13229, 12115, 12016, 11912, 10879, 10614, 9963, 9572, 8929, 8915, 8617, 7183, 6877, 6638, 5892, 4935, 4660, 4396, 4271, 3121, 2364, 2113, 1903, 1133, 888, 474, 428]",[],
466,77.4,Hierarchy,LenLog_1_10_1_30_5_1_15000.csv,10,1.0,5,25,20,1,1,30,0,10,0.0,,0.0,0.0,0,2.8804879188537598,0.01669764518737793,2.863790273666382,"[14907, 14548, 14179, 13229, 12115, 12016, 11912, 10879, 10614, 9963, 9572, 8929, 8915, 8617, 7183, 6877, 6638, 5892, 4935, 4660, 4396, 4271, 3121, 2364, 2113, 1903, 1133, 888, 474, 428]",[],
467,77.5,Hierarchy,LenLog_1_10_1_30_5_1_15000.csv,10,1.0,5,30,25,1,1,30,0,10,0.0,,0.0,0.0,0,2.9170074462890625,0.01669764518737793,2.9003098011016846,"[14907, 14548, 14179, 13229, 12115, 12016, 11912, 10879, 10614, 9963, 9572, 8929, 8915, 8617, 7183, 6877, 6638, 5892, 4935, 4660, 4396, 4271, 3121, 2364, 2113, 1903, 1133, 888, 474, 428]",[],
468,78.0,Hierarchy,LenLog_1_10_1_30_5_2-5_6000.csv,10,2.5,5,5,0,1,1,30,5,10,16.666666666666664,1.0,0.5,0.16666666666666666,0.25,0.4634668827056885,0.013427734375,0.4500391483306885,"[5963, 5902, 5856, 5793, 5671, 5625, 5454, 5366, 5291, 5155, 4926, 4191, 3990, 3818, 3809, 3778, 3415, 3307, 3257, 3206, 3161, 3061, 2373, 2153, 1642, 1387, 699, 680, 347, 99]","[2372, 4190, 3808, 98, 2152]",
469,78.1,Hierarchy,LenLog_1_10_1_30_5_2-5_6000.csv,10,2.5,5,10,5,1,1,30,7,10,23.333333333333332,2.857142857142857,0.7,0.23333333333333334,0.35,0.4801337718963623,0.013427734375,0.4667060375213623,"[5963, 5902, 5856, 5793, 5671, 5625, 5454, 5366, 5291, 5155, 4926, 4191, 3990, 3818, 3809, 3778, 3415, 3307, 3257, 3206, 3161, 3061, 2373, 2153, 1642, 1387, 699, 680, 347, 99]","[3203, 5151, 5961, 3159, 3806, 3305, 3057]",
470,78.2,Hierarchy,LenLog_1_10_1_30_5_2-5_6000.csv,10,2.5,5,15,10,1,1,30,0,10,0.0,,0.0,0.0,0,0.4952411651611328,0.013427734375,0.4818134307861328,"[5963, 5902, 5856, 5793, 5671, 5625, 5454, 5366, 5291, 5155, 4926, 4191, 3990, 3818, 3809, 3778, 3415, 3307, 3257, 3206, 3161, 3061, 2373, 2153, 1642, 1387, 699, 680, 347, 99]",[],
471,78.3,Hierarchy,LenLog_1_10_1_30_5_2-5_6000.csv,10,2.5,5,20,15,1,1,30,0,10,0.0,,0.0,0.0,0,0.49487733840942383,0.013427734375,0.48144960403442383,"[5963, 5902, 5856, 5793, 5671, 5625, 5454, 5366, 5291, 5155, 4926, 4191, 3990, 3818, 3809, 3778, 3415, 3307, 3257, 3206, 3161, 3061, 2373, 2153, 1642, 1387, 699, 680, 347, 99]",[],
472,78.4,Hierarchy,LenLog_1_10_1_30_5_2-5_6000.csv,10,2.5,5,25,20,1,1,30,0,10,0.0,,0.0,0.0,0,0.4849381446838379,0.013427734375,0.4715104103088379,"[5963, 5902, 5856, 5793, 5671, 5625, 5454, 5366, 5291, 5155, 4926, 4191, 3990, 3818, 3809, 3778, 3415, 3307, 3257, 3206, 3161, 3061, 2373, 2153, 1642, 1387, 699, 680, 347, 99]",[],
473,78.5,Hierarchy,LenLog_1_10_1_30_5_2-5_6000.csv,10,2.5,5,30,25,1,1,30,2,10,6.666666666666667,9.0,0.2,0.06666666666666667,0.1,0.491593599319458,0.013427734375,0.478165864944458,"[5963, 5902, 5856, 5793, 5671, 5625, 5454, 5366, 5291, 5155, 4926, 4191, 3990, 3818, 3809, 3778, 3415, 3307, 3257, 3206, 3161, 3061, 2373, 2153, 1642, 1387, 699, 680, 347, 99]","[5462, 3317]",
474,79.0,Hierarchy,LenLog_1_10_1_30_5_5_3000.csv,10,5.0,5,5,0,1,1,30,24,40,80.0,1.0,0.6,0.8,0.6857142857142857,0.18391156196594238,0.001058816909790039,0.18285274505615234,"[2848, 2778, 2666, 2627, 2370, 2195, 2188, 2081, 2050, 1959, 1931, 1879, 1787, 1747, 1676, 1624, 1618, 1577, 1531, 1225, 968, 917, 852, 821, 509, 443, 258, 175, 38, 8]","[2049, 7, 1930, 2187, 1675, 2194, 916, 1786, 2847, 1958, 1576, 174, 820, 442, 2369, 2626, 967, 1224, 1617, 851, 1878, 2777, 1530, 508]",
475,79.1,Hierarchy,LenLog_1_10_1_30_5_5_3000.csv,10,5.0,5,10,5,1,1,30,4,10,13.333333333333334,3.0,0.4,0.13333333333333333,0.2,0.10087299346923828,0.001058816909790039,0.09981417655944824,"[2848, 2778, 2666, 2627, 2370, 2195, 2188, 2081, 2050, 1959, 1931, 1879, 1787, 1747, 1676, 1624, 1618, 1577, 1531, 1225, 968, 917, 852, 821, 509, 443, 258, 175, 38, 8]","[1928, 1673, 965, 849]",
476,79.2,Hierarchy,LenLog_1_10_1_30_5_5_3000.csv,10,5.0,5,15,10,1,1,30,3,10,10.0,4.0,0.3,0.1,0.15,0.1009817123413086,0.001058816909790039,0.09992289543151855,"[2848, 2778, 2666, 2627, 2370, 2195, 2188, 2081, 2050, 1959, 1931, 1879, 1787, 1747, 1676, 1624, 1618, 1577, 1531, 1225, 968, 917, 852, 821, 509, 443, 258, 175, 38, 8]","[171, 817, 439]",
